CustomerID,Recency,Frequency,Monetary,Cluster
12477.0,22,308,1333.8700000000001,4
12478.0,3,36,163.36,0
12479.0,3,35,91.42999999999999,0
12480.0,27,154,482.7,0
12481.0,22,218,741.44,0
12483.0,16,81,484.21000000000004,0
12484.0,32,350,1114.08,4
12488.0,9,55,205.41,0
12489.0,335,15,88.62,1
12490.0,4,245,659.75,0
12491.0,38,26,87.8,0
12492.0,62,20,66.95,0
12493.0,165,23,111.75,1
12494.0,9,84,351.94,0
12497.0,81,14,28.84,0
12498.0,20,23,96.55,0
12500.0,22,65,381.95,0
12501.0,314,160,387.32,1
12502.0,95,147,944.51,0
12503.0,337,1,1126.0,1
12504.0,17,15,141.7,0
12505.0,300,1,4.5,1
12506.0,232,23,73.5,1
12507.0,133,23,106.37,0
12508.0,25,69,118.71000000000001,0
12509.0,283,7,38.95,1
12510.0,142,33,140.69,0
12512.0,65,34,87.7,0
12513.0,84,36,80.57,0
12514.0,266,51,168.14,1
12515.0,352,16,108.5,1
12516.0,77,26,70.87,0
12517.0,27,286,671.48,0
12518.0,0,124,351.81,0
12519.0,63,18,53.84,0
12520.0,78,155,526.09,0
12521.0,142,38,113.84,0
12522.0,38,12,60.010000000000005,0
12523.0,1,110,567.36,0
12524.0,8,144,420.06,0
12526.0,0,71,238.12,0
12527.0,81,18,52.730000000000004,0
12528.0,8,95,512.34,0
12530.0,59,68,264.47,0
12531.0,14,17,64.76,0
12532.0,29,16,59.17,0
12534.0,130,63,191.23,0
12535.0,91,34,151.35,0
12536.0,7,273,13255.220000000001,4
12538.0,28,21,76.51,0
12539.0,21,274,2856.04,4
12540.0,19,481,1875.34,4
12541.0,29,52,188.02,0
12544.0,29,20,82.27000000000001,0
12545.0,74,50,201.19,0
12546.0,46,70,222.0,0
12547.0,197,8,63.6,1
12548.0,165,5,33.6,1
12550.0,78,57,176.15,0
12551.0,357,10,16.8,1
12552.0,38,20,182.31,0
12553.0,7,196,617.78,0
12556.0,49,121,322.14,0
12557.0,15,33,71.83,0
12558.0,1,22,27.5,0
12559.0,310,22,87.28,1
12560.0,4,111,315.8,0
12561.0,302,16,47.43,1
12562.0,7,168,535.62,0
12564.0,260,21,117.1,1
12565.0,281,10,24.11,1
12566.0,72,20,79.12,0
12567.0,22,463,1557.35,4
12569.0,1,191,1061.65,0
12571.0,39,34,44.9,0
12572.0,8,62,269.37,0
12573.0,226,28,58.7,1
12574.0,315,11,57.2,1
12576.0,35,89,214.55,0
12577.0,34,148,274.27,0
12578.0,20,120,373.0,0
12579.0,72,31,116.77,0
12580.0,246,24,62.58,1
12581.0,39,15,43.39,0
12582.0,238,22,115.1,1
12583.0,2,251,791.28,0
12584.0,3,126,938.1,0
12585.0,233,97,339.25,1
12586.0,16,12,54.6,0
12587.0,7,4,46.24,0
12588.0,38,10,95.8,0
12589.0,28,35,157.6,0
12590.0,189,70,718.6600000000001,1
12591.0,316,26,98.3,1
12592.0,91,18,59.599999999999994,0
12593.0,108,21,55.7,0
12594.0,37,119,374.73,0
12596.0,50,27,118.95,0
12597.0,18,214,852.51,0
12598.0,9,133,376.07,0
12599.0,28,62,185.77,0
12600.0,28,65,368.32,0
12601.0,189,29,189.81,1
12602.0,58,12,23.65,0
12603.0,21,3,28.95,0
12604.0,78,16,41.46,0
12605.0,364,3,5.4,1
12607.0,57,202,435.86,0
12609.0,77,60,211.07,0
12610.0,22,111,545.77,0
12611.0,51,65,173.88,0
12612.0,57,21,94.24000000000001,0
12613.0,30,163,477.71,0
12614.0,277,20,112.2,1
12615.0,1,105,324.41,0
12616.0,84,36,145.95,0
12617.0,28,42,79.92999999999999,0
12618.0,21,11,73.02000000000001,0
12619.0,15,95,1030.57,0
12620.0,14,92,197.6,0
12621.0,1,474,1373.65,4
12622.0,231,11,63.13,1
12623.0,275,18,47.32,1
12624.0,105,38,147.14,0
12625.0,211,91,210.64,1
12626.0,22,307,872.0,4
12627.0,10,230,675.72,0
12628.0,3,43,158.14,0
12630.0,9,64,287.13,0
12631.0,56,31,140.65,0
12633.0,58,103,327.28000000000003,0
12635.0,89,101,254.73,0
12637.0,66,394,1060.19,4
12638.0,32,39,99.84,0
12639.0,238,22,108.19999999999999,1
12640.0,23,53,303.0,0
12641.0,114,10,69.64999999999999,0
12642.0,24,47,168.76,0
12643.0,127,24,124.50999999999999,0
12644.0,129,31,86.94,0
12645.0,33,74,192.26,0
12646.0,4,45,107.42,0
12647.0,21,128,696.66,0
12648.0,154,21,66.62,1
12649.0,106,33,86.91,0
12650.0,2,20,38.69,0
12651.0,334,9,20.200000000000003,1
12652.0,321,51,144.52,1
12653.0,148,43,111.41,1
12654.0,10,38,167.98,0
12656.0,16,130,582.23,0
12657.0,10,56,284.53,0
12658.0,18,36,148.12,0
12659.0,29,5,26.54,0
12660.0,10,13,50.25,0
12662.0,0,232,741.49,0
12664.0,7,38,428.14,0
12665.0,324,4,21.75,1
12666.0,358,2,8.06,1
12667.0,57,33,119.6,0
12668.0,6,168,571.84,0
12669.0,150,102,2524.18,0
12670.0,9,94,301.0,0
12672.0,329,10,37.9,1
12673.0,4,42,122.99000000000001,0
12674.0,11,91,290.68,0
12676.0,24,45,316.27,0
12678.0,41,167,1084.8700000000001,0
12679.0,51,56,215.13,0
12680.0,0,52,189.17,0
12681.0,14,646,2061.71,4
12682.0,3,525,1968.83,4
12683.0,3,362,1018.24,4
12684.0,7,105,266.28,0
12685.0,27,157,482.15,0
12686.0,371,7,22.81,1
12688.0,113,171,705.33,0
12689.0,25,72,205.34,0
12690.0,205,16,88.42999999999999,1
12691.0,27,32,161.15,0
12693.0,120,41,225.87,0
12694.0,69,37,144.36,0
12695.0,6,27,129.21,0
12697.0,20,43,210.67,0
12700.0,7,270,738.13,0
12701.0,79,53,163.81,0
12702.0,19,12,65.3,0
12703.0,63,22,58.35,0
12704.0,6,90,645.7,0
12705.0,14,348,984.25,4
12707.0,291,33,106.81,1
12708.0,29,174,724.47,0
12709.0,2,257,966.07,0
12710.0,96,79,227.77,0
12712.0,22,142,939.13,0
12713.0,0,38,95.13,0
12714.0,8,259,619.5,0
12715.0,105,21,71.44,0
12716.0,3,69,183.94,0
12717.0,150,56,306.85,1
12718.0,70,19,51.72,0
12719.0,4,42,149.5,0
12720.0,2,359,987.0600000000001,4
12721.0,31,164,509.48,0
12722.0,84,57,251.27,0
12723.0,3,69,220.96,0
12724.0,4,53,197.22,0
12725.0,370,24,98.5,1
12726.0,27,124,261.23,0
12727.0,10,141,466.43,0
12728.0,70,46,214.79,0
12729.0,113,26,96.24000000000001,0
12731.0,23,277,930.75,0
12732.0,179,12,42.27,1
12733.0,233,22,74.2,1
12734.0,352,4,4.74,1
12735.0,314,43,232.89999999999998,1
12736.0,332,4,22.32,1
12738.0,371,11,43.45,1
12739.0,77,38,152.32,0
12740.0,63,27,56.0,0
12743.0,133,134,407.17,0
12744.0,51,229,25108.89,2
12747.0,1,103,449.89,0
12748.0,0,4642,15115.6,3
12749.0,3,231,1171.5,0
12750.0,128,15,69.3,0
12752.0,80,53,121.59,0
12753.0,3,230,536.39,0
12754.0,235,65,132.5,1
12755.0,249,6,40.199999999999996,1
12756.0,86,4,2.9699999999999998,0
12757.0,15,377,8035.24,4
12758.0,116,97,164.96,0
12759.0,51,95,305.47,0
12762.0,7,69,188.79,0
12763.0,137,18,31.89,0
12764.0,316,45,242.44,1
12766.0,3,310,951.95,4
12769.0,238,32,142.6,1
12770.0,210,12,31.5,1
12772.0,59,55,203.54,0
12775.0,16,67,257.57,0
12778.0,19,51,193.47,0
12779.0,20,159,586.61,0
12781.0,20,30,88.15,0
12782.0,4,107,405.36,0
12783.0,1,86,1649.24,0
12784.0,8,59,165.29,0
12785.0,2,15,69.67999999999999,0
12787.0,9,20,79.96000000000001,0
12789.0,64,4,91.85,0
12790.0,191,21,82.92,1
12791.0,373,2,16.85,1
12792.0,256,25,87.74,1
12793.0,334,24,93.84,1
12794.0,52,45,93.47,0
12795.0,18,14,107.73,0
12797.0,359,17,75.57,1
12798.0,9,8,8.379999999999999,0
12802.0,183,26,64.25,1
12808.0,36,28,113.29,0
12809.0,167,26,115.18,1
12811.0,260,31,127.8,1
12812.0,44,15,31.03,0
12814.0,101,2,41.79,0
12815.0,147,47,253.87,1
12816.0,95,29,256.15,0
12817.0,280,4,48.29,1
12818.0,177,16,101.77,1
12820.0,2,59,112.38,0
12821.0,213,6,14.99,1
12822.0,70,47,138.81,0
12823.0,74,5,38.25,0
12824.0,59,25,63.39,0
12826.0,2,94,180.37,0
12827.0,5,25,71.7,0
12828.0,2,56,173.04,0
12829.0,321,12,154.0,1
12830.0,37,39,107.52,0
12831.0,261,9,27.6,1
12832.0,31,27,79.08,0
12833.0,144,24,130.59,0
12834.0,282,18,88.09,1
12836.0,58,175,750.37,0
12837.0,172,12,80.95,1
12838.0,33,123,285.33,0
12839.0,2,316,609.1,4
12840.0,143,116,237.56,0
12841.0,4,439,1045.72,4
12842.0,69,34,147.23000000000002,0
12843.0,65,108,368.41,0
12844.0,28,52,136.82,0
12845.0,266,27,75.34,1
12847.0,21,91,121.87,0
12849.0,30,51,147.62,0
12851.0,96,50,97.33,0
12852.0,289,20,70.9,1
12853.0,107,84,357.54,0
12854.0,78,115,340.56,0
12855.0,372,3,4.65,1
12856.0,7,317,815.88,4
12857.0,210,46,190.55,1
12863.0,51,6,25.37,0
12864.0,137,3,1.97,0
12865.0,25,96,296.74,0
12866.0,282,26,114.81,1
12867.0,25,551,738.97,4
12868.0,185,107,279.45,1
12870.0,365,2,14.899999999999999,1
12871.0,83,11,23.22,0
12872.0,326,66,164.71,1
12873.0,281,4,16.15,1
12875.0,142,2,0.34,0
12876.0,57,85,191.63,0
12877.0,3,154,292.43,0
12878.0,17,49,98.03,0
12879.0,44,12,24.22,0
12881.0,275,7,230.8,1
12882.0,8,13,83.69,0
12883.0,24,42,248.93,0
12884.0,87,7,111.89,0
12885.0,62,72,272.06,0
12886.0,67,86,322.07,0
12888.0,213,7,41.53,1
12890.0,23,82,148.66,0
12891.0,185,3,1.1,1
12893.0,30,34,75.17,0
12895.0,41,24,79.4,0
12897.0,204,4,10.8,1
12901.0,8,125,189.19,0
12902.0,264,10,56.19,1
12904.0,17,72,222.12,0
12906.0,11,63,160.77,0
12908.0,58,4,2.09,0
12909.0,39,96,642.61,0
12910.0,22,75,156.96,0
12912.0,2,24,65.26,0
12913.0,4,50,146.24,0
12915.0,148,22,149.35,1
12916.0,138,109,450.15,0
12917.0,127,2,9.9,0
12919.0,7,52,144.12,0
12920.0,16,28,107.55,0
12921.0,3,741,1772.04,4
12922.0,160,28,45.58,1
12923.0,63,29,85.16,0
12924.0,87,31,99.4,0
12925.0,4,45,103.96,0
12928.0,34,84,163.18,0
12929.0,121,9,69.7,0
12930.0,77,27,80.77,0
12931.0,21,102,175.53,0
12933.0,23,107,281.83,0
12935.0,1,130,266.42,0
12936.0,16,63,128.61,0
12937.0,14,120,284.6,0
12938.0,25,9,11.44,0
12939.0,63,47,112.96000000000001,0
12940.0,45,103,411.35,0
12942.0,130,75,310.34000000000003,0
12943.0,300,1,3.75,1
12944.0,35,30,95.66,0
12945.0,287,23,113.85,1
12947.0,143,103,438.96999999999997,0
12948.0,15,118,347.7,0
12949.0,30,219,625.61,0
12950.0,1,23,31.95,0
12951.0,8,65,204.63,0
12952.0,5,80,325.9,0
12953.0,9,17,113.0,0
12955.0,0,183,310.94,0
12956.0,305,19,82.94,1
12957.0,3,244,691.23,0
12962.0,6,16,47.77,0
12963.0,7,96,314.96,0
12965.0,88,109,399.36,0
12966.0,9,10,34.230000000000004,0
12967.0,2,33,189.59,0
12968.0,111,5,16.45,0
12970.0,6,151,306.65,0
12971.0,3,308,714.85,4
12974.0,197,8,61.6,1
12976.0,211,22,33.76,1
12977.0,155,9,38.07,1
12980.0,155,24,396.03000000000003,1
12981.0,29,20,32.47,0
12982.0,239,34,59.28,1
12984.0,18,4,15.4,0
12985.0,0,78,145.84,0
12987.0,73,30,184.8,0
12988.0,291,92,378.14,1
12989.0,2,68,213.11,0
12990.0,30,13,26.65,0
12991.0,22,31,71.51,0
12993.0,22,27,57.72,0
12994.0,3,73,304.81,0
12995.0,77,5,7.99,0
12997.0,21,67,211.21,0
12999.0,195,28,71.38,1
13000.0,106,31,93.39,0
13001.0,3,342,828.49,4
13002.0,317,7,19.75,1
13003.0,105,6,13.5,0
13004.0,11,409,822.5,4
13005.0,173,29,157.9,1
13006.0,55,4,21.18,0
13008.0,322,15,25.13,1
13011.0,371,3,12.65,1
13012.0,8,107,361.4,0
13013.0,0,222,701.75,0
13014.0,2,124,649.72,0
13015.0,52,176,886.26,0
13016.0,72,47,149.14,0
13017.0,6,1,4.25,0
13018.0,15,459,1003.49,4
13021.0,3,134,509.5,0
13023.0,63,40,182.1,0
13026.0,0,43,36.69,0
13027.0,113,26,10.4,0
13028.0,22,47,47.27,0
13029.0,30,10,73.88,0
13030.0,10,99,314.81,0
13032.0,38,75,278.01,0
13033.0,356,11,29.05,1
13034.0,54,37,87.77,0
13035.0,57,30,55.34,0
13037.0,137,48,183.43,0
13038.0,79,28,77.23,0
13040.0,8,43,120.57000000000001,0
13043.0,253,14,88.78999999999999,1
13044.0,290,33,107.54,1
13045.0,98,18,28.27,0
13046.0,30,35,215.0,0
13047.0,31,196,798.3,0
13048.0,13,137,252.93,0
13049.0,63,14,55.07,0
13050.0,8,422,1300.17,4
13052.0,211,18,59.29,1
13055.0,63,78,196.1,0
13058.0,24,8,46.6,0
13059.0,249,8,41.75,1
13060.0,253,15,59.74,1
13061.0,71,10,34.03,0
13062.0,190,11,75.00999999999999,1
13064.0,12,69,245.31,0
13065.0,372,14,73.11,1
13066.0,23,49,172.27,0
13067.0,81,15,57.9,0
13068.0,9,2,3.44,0
13069.0,0,470,809.53,4
13070.0,191,9,18.72,1
13072.0,266,7,23.450000000000003,1
13075.0,129,22,44.87,0
13077.0,0,112,196.65,0
13078.0,0,380,1510.2,4
13079.0,3,6,25.0,0
13080.0,178,6,3.4699999999999998,1
13081.0,0,1061,2489.93,4
13082.0,125,75,220.02,0
13083.0,3,18,61.32,0
13085.0,157,29,100.88,1
13089.0,2,1857,5166.45,4
13090.0,8,161,722.1899999999999,0
13091.0,20,24,25.41,0
13092.0,70,26,127.69999999999999,0
13093.0,266,170,583.51,1
13094.0,20,30,38.31,0
13095.0,70,6,4.16,0
13097.0,32,437,1886.86,4
13098.0,0,605,1713.6,4
13099.0,98,1,0.72,0
13101.0,233,8,23.74,1
13102.0,0,310,797.54,4
13103.0,39,8,31.74,0
13104.0,2,20,43.43,0
13106.0,128,2,8.5,0
13107.0,43,60,107.76,0
13108.0,372,10,17.52,1
13109.0,2,50,135.24,0
13110.0,30,146,695.73,0
13113.0,0,280,1033.48,4
13115.0,8,132,343.84,0
13116.0,116,31,151.6,0
13117.0,21,76,185.01,0
13118.0,19,82,291.41,0
13120.0,238,1,2.55,1
13121.0,268,53,88.64,1
13122.0,93,55,145.01,0
13124.0,89,235,781.02,0
13126.0,4,142,315.92,0
13127.0,77,15,43.28,0
13130.0,93,2,4.5,0
13131.0,22,46,154.10999999999999,0
13132.0,261,3,14.8,1
13133.0,273,7,37.4,1
13134.0,72,105,328.79,0
13135.0,196,1,0.72,1
13136.0,49,139,410.31,0
13137.0,10,705,1393.66,4
13138.0,21,63,177.76,0
13139.0,15,174,607.41,0
13140.0,107,46,135.64000000000001,0
13141.0,84,136,300.28,0
13142.0,18,23,68.93,0
13144.0,332,3,18.65,1
13145.0,39,7,311.51,0
13146.0,25,17,34.46,0
13147.0,9,4,19.8,0
13148.0,28,347,1269.95,4
13149.0,13,86,247.84,0
13151.0,202,75,424.76,1
13153.0,5,15,19.17,0
13154.0,143,1,611.86,0
13155.0,32,85,247.52,0
13157.0,48,89,166.45,0
13158.0,94,79,158.84,0
13159.0,8,122,334.74,0
13160.0,21,4,12.1,0
13161.0,312,8,38.9,1
13162.0,121,82,118.5,0
13165.0,45,42,33.64,0
13166.0,281,42,99.3,1
13167.0,18,65,191.64,0
13168.0,35,133,423.7,0
13169.0,63,13,49.17,0
13170.0,26,32,49.48,0
13171.0,7,48,227.65,0
13173.0,3,43,113.81,0
13174.0,15,314,1063.67,4
13176.0,45,72,199.98,0
13177.0,64,17,59.75,0
13178.0,25,265,542.34,0
13182.0,44,11,7.54,0
13183.0,7,94,191.07,0
13184.0,14,183,337.93,0
13185.0,267,1,5.95,1
13186.0,39,84,268.89,0
13187.0,336,37,139.32,1
13188.0,10,2,19.15,0
13189.0,18,29,11.36,0
13192.0,94,63,165.60999999999999,0
13193.0,60,29,83.24,0
13194.0,135,3,7.95,0
13196.0,10,110,275.86,0
13198.0,9,229,554.88,0
13199.0,3,120,316.25,0
13200.0,18,46,155.28,0
13203.0,9,57,131.33,0
13207.0,14,8,18.330000000000002,0
13208.0,58,150,349.43,0
13209.0,29,329,761.1,4
13210.0,93,22,33.26,0
13211.0,9,56,80.62,0
13212.0,8,143,539.32,0
13213.0,56,92,246.39,0
13216.0,267,5,7.24,1
13217.0,121,7,16.150000000000002,0
13218.0,126,5,4.6499999999999995,0
13220.0,77,21,95.17,0
13221.0,239,66,330.95,1
13223.0,199,5,9.8,1
13224.0,59,109,250.79,0
13225.0,2,34,87.43,0
13226.0,272,16,43.39,1
13227.0,201,9,23.4,1
13228.0,80,2,3.58,0
13229.0,225,10,40.6,1
13230.0,3,612,1466.18,4
13232.0,12,207,678.35,0
13233.0,73,43,31.73,0
13235.0,211,59,1087.33,1
13236.0,24,39,157.78,0
13238.0,10,32,137.38,0
13239.0,261,22,33.41,1
13240.0,95,67,221.99,0
13242.0,111,13,27.04,0
13243.0,202,58,209.81,1
13244.0,92,27,101.19,0
13245.0,50,16,99.7,0
13246.0,17,143,263.22,0
13247.0,17,25,52.69,0
13248.0,124,26,69.87,0
13249.0,91,23,78.91,0
13253.0,156,36,41.11,1
13255.0,3,14,67.42999999999999,0
13256.0,13,1,0.0,0
13258.0,11,38,139.22,0
13259.0,61,87,200.83,0
13260.0,60,8,39.74,0
13261.0,268,9,49.4,1
13262.0,262,11,34.02,1
13263.0,0,1677,3760.4700000000003,4
13265.0,52,91,215.91,0
13266.0,10,202,376.87,0
13267.0,2,224,786.27,0
13268.0,17,447,703.37,4
13269.0,0,320,833.85,4
13270.0,365,1,2.95,1
13271.0,36,101,117.29,0
13272.0,30,15,80.09,0
13273.0,112,16,20.77,0
13276.0,63,30,152.93,0
13277.0,15,8,11.6,0
13278.0,40,46,88.64,0
13279.0,63,11,30.630000000000003,0
13280.0,121,85,222.73,0
13282.0,17,40,186.07,0
13283.0,59,7,9.15,0
13284.0,322,14,57.589999999999996,1
13285.0,22,187,399.21999999999997,0
13291.0,155,42,111.9,1
13292.0,38,31,115.72999999999999,0
13294.0,189,54,199.2,1
13295.0,359,11,38.15,1
13296.0,136,5,12.04,0
13297.0,7,59,175.7,0
13298.0,0,2,7.5,0
13299.0,267,5,23.75,1
13300.0,164,22,54.33,1
13301.0,103,81,213.65,0
13302.0,154,1,12.75,1
13304.0,350,21,66.4,1
13305.0,3,81,272.33,0
13307.0,119,1,3.75,0
13308.0,22,57,180.93,0
13309.0,6,107,173.14,0
13310.0,8,77,258.81,0
13311.0,3,26,107.14,0
13313.0,21,78,166.32,0
13314.0,1,75,259.82,0
13316.0,36,88,380.09000000000003,0
13317.0,63,135,557.79,0
13318.0,0,20,57.14,0
13319.0,4,500,1689.42,4
13320.0,69,110,201.59,0
13321.0,71,11,23.37,0
13322.0,16,25,69.26,0
13323.0,2,21,95.55,0
13324.0,31,77,228.07,0
13325.0,81,12,36.34,0
13327.0,38,109,300.25,0
13328.0,315,17,31.919999999999998,1
13329.0,31,19,41.81,0
13330.0,92,53,107.08,0
13332.0,13,21,63.74,0
13334.0,81,268,784.2,0
13336.0,76,51,127.62,0
13338.0,153,24,165.33,1
13339.0,200,54,282.72,1
13340.0,44,134,369.87,0
13341.0,260,42,175.65,1
13343.0,172,22,141.32999999999998,1
13344.0,67,119,596.01,0
13345.0,276,22,124.8,1
13347.0,69,8,60.16,0
13348.0,63,14,30.88,0
13349.0,10,16,64.42,0
13350.0,15,43,401.03,0
13351.0,65,16,103.97,0
13352.0,7,27,95.26,0
13354.0,70,51,94.28,0
13355.0,121,32,87.23,0
13356.0,79,42,181.28,0
13357.0,256,90,262.57,1
13358.0,268,29,145.19,1
13359.0,58,24,137.55,0
13362.0,2,169,586.13,0
13363.0,17,60,230.24,0
13364.0,66,20,51.96,0
13365.0,8,132,413.51,0
13366.0,49,1,0.39,0
13368.0,256,29,142.61,1
13369.0,353,19,105.94,1
13370.0,365,44,166.19,1
13372.0,89,23,138.47,0
13373.0,60,158,516.67,0
13375.0,80,38,121.84,0
13376.0,98,53,285.13,0
13379.0,25,97,169.78,0
13381.0,20,173,530.92,0
13382.0,280,15,41.28,1
13384.0,30,155,496.98,0
13385.0,329,35,158.66,1
13388.0,120,36,209.58,0
13389.0,10,51,196.09,0
13390.0,74,13,39.79,0
13391.0,203,1,14.95,1
13394.0,1,164,269.1,0
13395.0,184,21,57.199999999999996,1
13396.0,21,47,188.98,0
13397.0,72,39,156.95,0
13398.0,191,26,89.17,1
13402.0,126,39,77.21000000000001,0
13403.0,17,3,8.75,0
13404.0,0,11,31.91,0
13405.0,73,27,146.551,0
13408.0,1,501,1614.5,4
13410.0,8,30,74.44,0
13411.0,106,18,58.75,0
13414.0,133,24,44.17,0
13416.0,43,19,103.65,0
13417.0,4,28,177.98,0
13418.0,11,314,925.9399999999999,4
13419.0,63,16,16.19,0
13420.0,134,10,31.89,0
13421.0,39,105,219.3,0
13422.0,50,128,389.84000000000003,0
13425.0,107,78,205.46,0
13426.0,0,159,307.85,0
13427.0,18,29,47.85,0
13428.0,9,74,145.96,0
13429.0,10,67,81.79,0
13430.0,18,54,94.13,0
13431.0,66,46,147.97,0
13434.0,73,10,16.52,0
13435.0,4,103,304.36,0
13436.0,1,12,69.96,0
13437.0,13,167,816.46,0
13439.0,254,54,93.17,1
13441.0,91,13,25.04,0
13447.0,22,62,195.23,0
13448.0,16,199,635.48,0
13449.0,23,19,36.57,0
13450.0,26,71,109.35,0
13451.0,25,444,941.06,4
13452.0,258,2,590.0,1
13453.0,165,17,77.28999999999999,1
13455.0,24,53,253.81,0
13456.0,17,65,228.95,0
13458.0,6,394,967.51,4
13460.0,28,17,18.02,0
13461.0,38,27,42.35,0
13462.0,182,10,38.75,1
13464.0,57,41,131.43,0
13466.0,99,18,58.26,0
13467.0,10,99,270.45,0
13468.0,1,306,1266.62,4
13470.0,98,10,16.5,0
13471.0,0,260,651.96,0
13473.0,60,22,79.14,0
13474.0,235,64,148.65,1
13475.0,190,86,248.42000000000002,1
13476.0,178,61,655.84,1
13477.0,37,81,210.44,0
13479.0,197,16,79.65,1
13481.0,45,112,258.88,0
13482.0,231,11,26.83,1
13483.0,65,10,10.559999999999999,0
13484.0,240,8,60.0,1
13485.0,232,23,55.78,1
13486.0,77,69,200.79,0
13487.0,57,34,151.34,0
13488.0,16,427,1505.79,4
13489.0,104,14,19.84,0
13491.0,51,86,290.0,0
13492.0,135,50,225.08,0
13493.0,274,8,103.17,1
13494.0,311,18,65.97,1
13495.0,7,52,137.26,0
13496.0,10,36,111.74,0
13497.0,282,20,63.25,1
13499.0,17,45,95.83,0
13500.0,22,67,238.26,0
13501.0,242,53,204.01999999999998,1
13502.0,16,18,32.36,0
13503.0,70,17,37.08,0
13504.0,63,22,81.44,0
13505.0,67,227,770.46,0
13506.0,311,29,80.09,1
13507.0,2,162,543.38,0
13508.0,243,12,62.31,1
13509.0,8,44,60.03,0
13510.0,0,117,277.58,0
13512.0,260,15,62.03,1
13513.0,126,10,36.85,0
13514.0,73,4,16.700000000000003,0
13515.0,72,59,127.76,0
13516.0,20,44,129.7,0
13517.0,59,143,417.65000000000003,0
13518.0,85,38,104.57,0
13519.0,49,9,62.7,0
13520.0,58,95,467.25,0
13521.0,0,436,790.98,4
13522.0,29,5,16.35,0
13523.0,32,177,1268.23,0
13524.0,40,27,93.56,0
13525.0,14,6,23.41,0
13527.0,33,224,638.66,0
13529.0,78,15,83.98,0
13531.0,204,22,99.87,1
13532.0,33,66,146.73,0
13533.0,182,76,146.93,1
13534.0,1,342,971.14,4
13536.0,0,179,576.07,0
13538.0,42,25,186.91,0
13539.0,85,38,159.47,0
13544.0,39,87,256.08,0
13546.0,11,98,216.02,0
